,value,lat,long
2017-01-26,-548.4399999999999,13.130464000000002,55.098016
2017-01-26,8.27676,13.041866,47.954065
2017-01-26,-535.2520000000001,12.206069,47.599681
2017-01-26,433.71412,7.946076,48.684614
2017-01-26,0.0,7.375149,49.089157
2017-01-26,0.0,14.713545000000002,52.019543
2017-01-26,-538.76,14.581793,52.342890999999995
2017-01-27,8.20072,9.707071000000001,51.228388
2017-01-27,118.52000000000002,6.628553,51.938339
2017-01-27,-136.52,6.804434,52.208448
2017-01-27,1.6150799999999996,9.0095,47.629306
2017-01-27,-7.08,8.165664,47.629306
2017-01-27,25.119999999999997,9.487368,54.769801
2017-01-27,-577.1600000000001,8.740771,54.769801
2017-01-27,286.36,12.299951,50.00156
2017-01-27,-327.26008,12.783043,49.290202
2017-01-27,630.9199999999998,6.408965,49.604481
2017-01-27,-28.96,6.233296,49.945034
2017-01-27,0.0,13.525799,55.072864
2017-01-27,-423.68,13.130464000000002,55.098016
2017-01-27,7.13708,13.041866,47.954065
2017-01-27,-516.60944,12.206069,47.599681
2017-01-27,154.37187999999998,7.946076,48.684614
2017-01-27,0.0,7.375149,49.089157
2017-01-27,0.0,14.713545000000002,52.019543
2017-01-27,-331.23999999999995,14.581793,52.342890999999995
2017-01-28,10.54736,9.707071000000001,51.228388
2017-01-28,252.13804,6.628553,51.938339
2017-01-28,-54.36,6.804434,52.208448
2017-01-28,1.7032800000000001,9.0095,47.629306
2017-01-28,-14.440000000000001,8.165664,47.629306
2017-01-28,0.0,9.487368,54.769801
2017-01-28,-585.0,8.740771,54.769801
2017-01-28,218.08,12.299951,50.00156
2017-01-28,-228.19919999999996,12.783043,49.290202
2017-01-28,555.8,6.408965,49.604481
2017-01-28,-24.48,6.233296,49.945034
2017-01-28,0.0,13.525799,55.072864
2017-01-28,-571.12,13.130464000000002,55.098016
2017-01-28,6.8118799999999995,13.041866,47.954065
2017-01-28,-520.7465599999999,12.206069,47.599681
2017-01-28,3.59728,7.946076,48.684614
2017-01-28,-192.16,7.375149,49.089157
2017-01-28,0.0,14.713545000000002,52.019543
2017-01-28,-432.84,14.581793,52.342890999999995
2017-01-29,10.53084,9.707071000000001,51.228388
2017-01-29,297.7276,6.628553,51.938339
2017-01-29,-139.8,6.804434,52.208448
2017-01-29,1.38312,9.0095,47.629306
2017-01-29,-30.560000000000002,8.165664,47.629306
2017-01-29,91.4,9.487368,54.769801
2017-01-29,-586.2,8.740771,54.769801
2017-01-29,304.76000000000005,12.299951,50.00156
2017-01-29,-590.92552,12.783043,49.290202
2017-01-29,518.0,6.408965,49.604481
2017-01-29,-22.400000000000002,6.233296,49.945034
2017-01-29,0.0,13.525799,55.072864
2017-01-29,-294.71999999999997,13.130464000000002,55.098016
2017-01-29,8.155999999999999,13.041866,47.954065
2017-01-29,-431.8923199999999,12.206069,47.599681
2017-01-29,2.29468,7.946076,48.684614
2017-01-29,-187.55092,7.375149,49.089157
2017-01-29,1.2,14.713545000000002,52.019543
2017-01-29,-630.4399999999999,14.581793,52.342890999999995
2017-01-30,10.982949999999999,9.707071000000001,51.228388
2017-01-30,406.91395,6.628553,51.938339
2017-01-30,-61.2,6.804434,52.208448
2017-01-30,1.9137499999999998,9.0095,47.629306
2017-01-30,-17.05,8.165664,47.629306
2017-01-30,4.15,9.487368,54.769801
2017-01-30,-585.0,8.740771,54.769801
2017-01-30,558.3,12.299951,50.00156
2017-01-30,-481.85,12.783043,49.290202
2017-01-30,655.3,6.408965,49.604481
2017-01-30,-27.25,6.233296,49.945034
2017-01-30,0.0,13.525799,55.072864
2017-01-30,-614.75,13.130464000000002,55.098016
2017-01-30,6.9992,13.041866,47.954065
2017-01-30,-374.7,12.206069,47.599681
2017-01-30,3.13905,7.946076,48.684614
2017-01-30,-63.15,7.375149,49.089157
2017-01-30,0.0,14.713545000000002,52.019543
2017-01-30,-632.55,14.581793,52.342890999999995
2017-01-31,7.08304,9.707071000000001,51.228388
2017-01-31,258.84000000000003,6.628553,51.938339
2017-01-31,-126.65112000000002,6.804434,52.208448
2017-01-31,1.9156,9.0095,47.629306
2017-01-31,-135.48,8.165664,47.629306
2017-01-31,0.0,9.487368,54.769801
2017-01-31,-599.8,8.740771,54.769801
2017-01-31,591.96,12.299951,50.00156
2017-01-31,-296.50512,12.783043,49.290202
2017-01-31,626.92,6.408965,49.604481
2017-01-31,-2.8,6.233296,49.945034
2017-01-31,0.0,13.525799,55.072864
2017-01-31,-536.52,13.130464000000002,55.098016
2017-01-31,6.587159999999999,13.041866,47.954065
2017-01-31,-355.62592000000006,12.206069,47.599681
2017-01-31,387.30951999999996,7.946076,48.684614
2017-01-31,-178.74576,7.375149,49.089157
